Date,Model,Prompt,Completion,Reasoning,Total_Tokens
2026-02-05,anthropic/claude-opus-4.6,5.61673,0.186585,0.029455,5.803315
2026-02-05,google/gemini-3-flash-preview,108.224514,4.514764,0.571213,112.739279
2026-02-05,openai/gpt-5.2,21.431413,1.009469,0.447579,22.440882
2026-02-06,deepseek/deepseek-v3.2,98.625109,5.159419,0.999065,103.784528
2026-02-06,moonshotai/kimi-k2-thinking,2.617876,0.897025,0.802338,3.5149
2026-02-06,minimax/minimax-m2.1,64.680349,0.794091,0.34568,65.47444
2026-02-06,x-ai/grok-4.1-fast,45.748645,7.886218,5.635543,53.634863
2026-02-06,openrouter/pony-alpha,0.909972,0.111631,0.054697,1.021603
2026-02-06,deepseek/deepseek-r1,0.519348,0.132598,0.06959,0.651946
2026-02-06,z-ai/glm-4.6v,0.139818,0.061856,0.048172,0.201674
2026-02-06,anthropic/claude-opus-4.6,37.686986,0.701824,0.078185,38.38881
2026-02-06,openai/gpt-5.1,5.858008,0.628181,0.377382,6.486189
2026-02-06,anthropic/claude-opus-4.5,51.327536,0.763927,0.079118,52.091464
2026-02-06,qwen/qwen3-coder-next,11.791472,0.131875,0.0,11.923347
2026-02-06,z-ai/glm-4.7,23.539361,1.963793,1.455391,25.503154
2026-02-06,minimax/minimax-m2-her,0.066976,0.00189,0.0,0.068865
2026-02-06,z-ai/glm-4.7-flash,2.306491,0.322436,0.324602,2.628928
2026-02-06,moonshotai/kimi-k2.5,237.642725,3.440875,1.758631,241.0836
2026-02-06,openai/gpt-5.2,19.080135,0.848165,0.388991,19.928301
2026-02-06,google/gemini-3-pro-preview,21.143466,2.776708,1.942264,23.920174
2026-02-06,qwen/qwen3-embedding-8b,2.196305,0.0,0.0,2.196305
2026-02-06,qwen/qwen3-embedding-4b,0.287881,0.0,0.0,0.287881
2026-02-06,google/gemini-3-flash-preview,104.251354,4.598319,0.474175,108.849673
2026-02-07,openrouter/pony-alpha,11.256517,0.678787,0.375834,11.935304
2026-02-07,anthropic/claude-opus-4.6,41.012057,0.671306,0.050334,41.683364
2026-02-07,anthropic/claude-opus-4.5,26.63013,0.682231,0.020614,27.312361
2026-02-07,openai/gpt-5.2,10.028787,0.520948,0.302768,10.549735
2026-02-07,google/gemini-3-pro-preview,16.61555,1.604364,1.010869,18.219915
2026-02-07,qwen/qwen3-embedding-4b,0.446523,0.0,0.0,0.446523
2026-02-07,moonshotai/kimi-k2-thinking,2.071545,0.379149,0.305303,2.450694
2026-02-07,minimax/minimax-m2.1,53.676613,0.617575,0.204756,54.294188
2026-02-07,openai/gpt-5.1,2.19526,0.305026,0.18836,2.500286
2026-02-07,z-ai/glm-4.6v,0.128039,0.018428,0.013145,0.146467
2026-02-07,z-ai/glm-4.7-flash,2.834858,0.45029,0.444855,3.285148
2026-02-07,x-ai/grok-4.1-fast,43.328654,6.843215,4.787298,50.171869
2026-02-07,google/gemini-3-flash-preview,92.805293,3.631469,0.594467,96.436762
2026-02-07,z-ai/glm-4.7,17.511493,1.463706,0.965914,18.975199
2026-02-07,deepseek/deepseek-r1,0.481002,0.114529,0.056855,0.595531
2026-02-07,deepseek/deepseek-v3.2,90.504306,4.227162,1.187505,94.731468
2026-02-07,qwen/qwen3-embedding-8b,1.334254,0.0,0.0,1.334254
2026-02-07,qwen/qwen3-coder-next,5.476948,0.10466,0.0,5.581609
2026-02-07,moonshotai/kimi-k2.5,232.822594,2.353184,1.063532,235.175778
2026-02-07,minimax/minimax-m2-her,0.036853,0.001293,0.0,0.038146
2026-02-08,qwen/qwen3-coder-next,3.642098,0.040768,0.0,3.682866
2026-02-08,minimax/minimax-m2-her,0.043421,0.002736,0.0,0.046156
2026-02-08,minimax/minimax-m2.1,54.031809,0.640212,0.245016,54.672021
2026-02-08,qwen/qwen3-embedding-8b,2.18506,0.0,0.0,2.18506
2026-02-08,x-ai/grok-4.1-fast,48.875857,8.686408,5.827811,57.562265
2026-02-08,moonshotai/kimi-k2-thinking,1.905022,0.167799,0.128309,2.072822
2026-02-08,moonshotai/kimi-k2.5,217.444479,2.108514,0.957727,219.552993
2026-02-08,google/gemini-3-flash-preview,89.782948,3.666796,0.472639,93.449745
2026-02-08,openai/gpt-5.1,4.042893,0.336351,0.187829,4.379244
2026-02-08,google/gemini-3-pro-preview,16.052251,1.439355,0.892506,17.491606
2026-02-08,deepseek/deepseek-r1,0.49163,0.121475,0.062648,0.613104
2026-02-08,anthropic/claude-opus-4.5,34.132222,0.692021,0.057258,34.824243
2026-02-08,openrouter/pony-alpha,26.854526,1.14269,0.644207,27.997216
2026-02-08,anthropic/claude-opus-4.6,49.867552,0.767524,0.044499,50.635076
2026-02-08,openai/gpt-5.2,13.086605,0.991315,0.721087,14.07792
2026-02-08,z-ai/glm-4.6v,0.553796,0.037986,0.025243,0.591782
2026-02-08,z-ai/glm-4.7-flash,3.432174,0.443894,0.419754,3.876067
2026-02-08,qwen/qwen3-embedding-4b,0.240837,0.0,0.0,0.240837
2026-02-08,deepseek/deepseek-v3.2,95.298198,4.310721,1.069565,99.60892
2026-02-08,z-ai/glm-4.7,17.454609,1.229844,0.66311,18.684453
2026-02-09,z-ai/glm-4.7-flash,3.171103,0.328659,0.301114,3.499762
2026-02-09,deepseek/deepseek-r1,0.522472,0.1517,0.084402,0.674172
2026-02-09,google/gemini-3-flash-preview,105.201917,4.445105,0.743476,109.647022
2026-02-09,google/gemini-3-pro-preview,25.271918,2.542658,1.650065,27.814577
2026-02-09,anthropic/claude-opus-4.5,57.752317,1.076724,0.112834,58.829041
2026-02-09,anthropic/claude-opus-4.6,62.253917,1.129119,0.045651,63.383035
2026-02-09,qwen/qwen3-max-thinking,0.006145,0.001369,0.000345,0.007514
2026-02-09,qwen/qwen3-embedding-8b,3.033447,0.0,0.0,3.033447
2026-02-09,qwen/qwen3-coder-next,5.736566,0.083801,0.0,5.820367
2026-02-09,openai/gpt-5.2,28.208639,1.471402,0.772819,29.68004
2026-02-09,minimax/minimax-m2-her,0.044187,0.00227,0.0,0.046457
2026-02-09,openrouter/pony-alpha,41.246033,1.530207,0.740076,42.77624
2026-02-09,z-ai/glm-4.6v,0.106205,0.036043,0.023943,0.142248
2026-02-09,qwen/qwen3-embedding-4b,0.324177,0.0,0.0,0.324177
2026-02-09,x-ai/grok-4.1-fast,56.993552,9.79165,7.101192,66.785202
2026-02-09,z-ai/glm-4.7,23.232366,1.021555,0.441538,24.25392
2026-02-09,moonshotai/kimi-k2.5,214.676168,2.130736,0.981552,216.806904
2026-02-09,moonshotai/kimi-k2-thinking,1.599629,0.323016,0.287669,1.922645
2026-02-09,deepseek/deepseek-v3.2,104.710223,4.713008,1.208308,109.423231
2026-02-09,minimax/minimax-m2.1,71.18409,0.865408,0.376409,72.049498
2026-02-09,openai/gpt-5.1,0.381518,0.035979,0.019987,0.417497
2026-02-10,qwen/qwen3-max-thinking,0.060927,0.006325,0.002397,0.067253
2026-02-10,openrouter/pony-alpha,16.540417,0.632902,0.246178,17.173319
2026-02-10,moonshotai/kimi-k2-thinking,0.629648,0.063953,0.049233,0.693601
2026-02-10,google/gemini-3-flash-preview,33.804744,1.557619,0.190186,35.362363
2026-02-10,anthropic/claude-opus-4.5,0.821738,0.011928,0.002657,0.833666
2026-02-10,openai/gpt-5.2,1.842505,0.101782,0.058269,1.944288
2026-02-10,x-ai/grok-4.1-fast,1.435332,0.24967,0.203848,1.685002
2026-02-10,google/gemini-3-pro-preview,0.519363,0.039486,0.025376,0.558849
2026-02-10,deepseek/deepseek-r1,0.024421,0.00643,0.0033,0.030851
2026-02-10,qwen/qwen3-embedding-4b,0.006135,0.0,0.0,0.006135
2026-02-10,qwen/qwen3-embedding-8b,0.049939,0.0,0.0,0.049939
2026-02-10,z-ai/glm-4.6v,0.004837,0.002729,0.002182,0.007567
2026-02-10,z-ai/glm-4.7,1.303098,0.04949,0.015522,1.352588
2026-02-10,moonshotai/kimi-k2.5,6.876474,0.087039,0.047466,6.963513
2026-02-10,deepseek/deepseek-v3.2,5.330298,0.218402,0.046016,5.5487
2026-02-10,anthropic/claude-opus-4.6,1.310554,0.029438,0.002387,1.339993
2026-02-10,qwen/qwen3-coder-next,0.151231,0.003039,0.0,0.15427
2026-02-10,z-ai/glm-4.7-flash,0.105558,0.011203,0.009912,0.116761
2026-02-10,minimax/minimax-m2.1,2.062747,0.036131,0.024824,2.098878
2026-02-10,minimax/minimax-m2-her,0.001677,7.3e-05,0.0,0.00175
